,train,valid
628,3.084044412,7.115378857
629,3.024357131,6.604126453
630,2.999101445,12.04700661
631,2.896733941,7.265423775
632,2.902811323,7.414242268
633,3.016638246,7.774417877
634,2.898690907,6.691894054
635,2.912606729,7.374817848
636,3.031563656,9.211152077
637,2.967467063,8.878684044
638,2.920959575,6.31501627
639,3.109824014,7.223423481
640,2.934298478,10.37574768
641,2.926934736,11.84348869
642,2.98385154,9.650364876
643,2.963650311,11.53059387
644,2.947778315,6.688339233
645,3.041795571,5.969231606
646,3.045652749,7.057088375
647,3.065966096,9.813856125
648,2.970738634,8.512863159
649,3.030484366,5.689805031
650,2.94472924,7.225242138
651,2.97307417,9.27025032
652,2.956956884,7.429267883
653,2.915652518,7.136405468
654,3.013476395,6.196864128
655,2.926524673,8.376339912
656,3.032300036,7.058485985
657,2.902821656,6.818324566
658,2.917661843,7.114139557
659,2.977223904,6.243878841
660,2.93474888,7.634456158
661,2.84816928,8.502981186
662,2.981477061,9.598196983
663,2.840577851,8.874131203
664,2.958485989,5.786714554
665,3.07985704,7.369077206
666,2.97490364,6.314529896
667,2.931010593,9.790441513
668,2.942575265,6.637513161
669,2.866737191,6.569373608
670,2.940606672,7.58329916
671,3.082806036,9.636376381
672,2.96829255,7.79386282
673,2.937529305,7.515454292
674,2.968445554,9.057555199
675,2.943160197,7.172622204
676,2.89521663,7.250844955
677,3.075487745,6.681843281
678,2.956760718,8.600553513
679,3.085602822,7.799643993
680,2.883404883,10.63863277
681,2.934860443,7.726581097
682,3.037729046,7.840035915
683,2.87800121,5.821751595
684,3.031579672,7.450190544
685,3.024358521,7.734272003
686,2.935838052,8.379833221
687,2.886686205,6.735274792
688,2.859393953,6.374804497
689,2.864720288,5.395019531
690,2.970849571,7.587687492
691,2.98970929,10.36458778
692,2.849898788,7.464727402
693,2.908556957,9.857865334
694,3.028987771,7.382015705
695,2.874859492,5.98486042
696,2.965491744,7.60231638
697,2.920733317,6.736150742
698,2.940474063,6.197267532
699,2.994371699,8.656659126
700,2.839633194,7.07485342
701,2.959633669,5.734851837
702,2.962671359,5.741611958
703,2.860804431,5.443558693
704,2.857956491,6.576711178
705,2.858696811,7.421347141
706,2.929012926,6.842782021
707,3.00470226,7.194790363
708,2.95234352,6.18147707
709,2.906440028,6.173611641
710,2.958585561,6.395730972
711,2.952579944,7.376261234
712,2.934171203,5.71067667
713,2.984208538,5.977292061
714,2.937262832,10.13552475
715,3.067559019,7.836914063
716,3.0015311,7.713323116
717,3.001382029,6.555017948
718,3.035281694,6.568195343
719,2.866896456,6.165234089
720,2.84177081,6.164616108
721,2.898300597,7.968043327
722,2.957271223,5.622032642
723,2.990474866,10.09446335
724,3.019168838,7.084810257
725,2.914292524,6.426528454
726,2.888304933,11.33428001
727,2.99677572,5.747757435
728,2.94859892,8.529306412
729,2.908998349,5.884168625
730,2.989799736,6.709839821
731,2.908065009,7.689386368
732,2.840814093,6.273486137
733,2.796456546,6.702651024
734,2.975748513,6.740334034
735,2.854913022,6.769041538
736,2.880697833,5.772152424
737,2.879794458,6.992516994
738,2.828878171,9.372997284
739,2.918834609,10.53558159
740,2.981681174,8.369267464
741,2.923002732,5.996306896
742,2.879318866,8.218524933
743,3.074777336,8.045858383
744,2.851530389,7.822010517
745,2.852403709,6.09953928
746,2.836404975,6.097176552
747,2.933134516,7.755310535
748,2.840539958,6.161582947
749,2.886070662,9.39000988
750,3.017818902,6.91474247
751,2.928173326,6.99966383
752,2.888226112,6.269582272
753,3.026453108,6.869679928
754,2.878349292,8.277986526
755,2.898224218,9.343226433
756,2.94323316,8.542561531
757,2.924846359,6.386408806
758,2.924116983,8.692699432
759,2.862903516,8.449350357
760,2.867425149,9.743312836
761,2.891852175,6.96194315
762,2.949236581,9.908265114
763,2.906709706,6.833708763
764,2.872539504,5.849043846
765,2.947481147,8.962154388
766,2.940628428,5.956636906
767,2.816441943,5.760712624
768,2.830635303,5.851029873
769,2.804211959,5.687897682
770,2.957943103,5.654894829
771,2.900145843,7.459695339
772,2.872119418,5.683922768
773,2.910088988,7.673761368
774,2.844078181,5.76978302
775,2.90071531,10.72417927
776,2.967135521,7.624076366
777,2.927018609,5.377164841
778,2.838819589,8.147455215
779,2.838517302,8.23984623
780,2.93543312,6.05019331
781,2.825597093,6.436196804
782,2.887307875,8.166071892
783,2.910287988,5.706530094
784,2.901841038,8.841879845
785,2.83261414,8.314076424
786,2.943263655,5.974522114
787,2.95506999,7.858834267
788,2.811125942,7.116792202
789,2.943598993,7.535542965
790,2.830386589,8.913029671
791,3.035148513,6.983598709
792,2.891661858,6.189269543
793,2.90424426,6.883449554
794,2.867925606,6.424135685
795,2.917428992,7.169893742
796,2.997930203,6.354459286
797,2.837344378,7.129564762
798,2.930990654,8.679659843
799,2.895112996,5.613645077
800,2.954679506,7.275807381
801,2.935142595,6.350305557
802,2.81006001,7.115539551
803,2.961926178,7.20935297
804,2.828867398,6.533237934
805,2.906752804,6.64261055
806,2.883214535,6.086869717
807,2.873302594,7.599537849
808,2.86640188,5.547119617
809,2.9241298,7.425404549
810,2.933119412,5.943664551
811,2.886475603,8.587514877
812,2.899194136,6.996137619
813,2.807512343,5.807813644
814,2.975776722,6.767278671
815,2.84771777,6.57373333
816,2.829072718,6.306965351
817,2.799588439,6.030833721
818,2.946983306,8.454687119
819,3.003341466,7.565979004
820,2.836995496,7.283243656
821,2.927633327,6.217097282
822,2.850583079,6.035880089
823,2.801684992,5.595273972
824,3.026594969,7.725704193
825,2.877507896,6.582104683
826,2.913271194,5.50673008
827,2.889034462,6.129858494
828,2.957486243,5.635506153
829,2.856464861,7.290583134
830,2.897517368,5.633687019
831,2.818014719,7.997998238
832,2.859425093,7.389111519
833,2.918562903,6.222455978
834,2.895101175,7.292615891
835,2.77759064,9.061535835
836,3.024964603,6.966334343
837,2.847613065,5.964243889
838,2.861631592,5.928571224
839,2.815595981,6.716206551
840,2.910480963,7.825275421
841,2.776624875,5.811898232
842,2.903134075,8.391433716
843,2.906976156,5.867487907
844,2.810147114,5.778403759
845,2.850950122,6.850267887
846,2.804562575,5.776170254
847,2.875004809,6.973202229
848,2.806036549,7.005805016
849,2.975954971,7.32899332
850,2.873517293,6.532764435
851,2.889033009,5.856792927
852,2.830027541,6.648356915
853,2.850514316,5.543957233
854,2.833399363,5.520127773
855,2.8244696,7.201911926
856,2.98332321,5.985859871
857,2.815347759,5.557909966
858,2.783628775,6.860296249
859,2.874508844,5.572297573
860,2.952389188,6.581285954
861,2.902513832,5.641557693
862,2.907282284,6.364690781
863,2.807621707,5.903792381
864,2.788411108,5.858944416
865,2.868616265,6.854190826
866,2.802197252,5.539060116
867,2.875603202,5.935812473
868,2.80612458,7.097212315
869,3.012208759,5.911445618
870,2.876704566,5.722764969
871,2.940586011,6.225728512
872,2.880367731,6.435294151
873,2.851787275,7.403183937
874,2.774959357,6.452403545
875,2.842175731,6.949203491
876,2.796395129,6.562013626
877,2.827022464,6.622087955
878,2.806358565,7.219626427
879,2.882867326,5.468948841
880,2.941923858,5.91299963
881,2.779055473,10.7016077
882,2.797955906,7.95265913
883,2.827570649,9.189086914
884,2.839255638,5.565462589
885,2.876875677,6.521313667
886,2.917627293,6.792522907
887,2.723028258,5.787382603
888,2.79573603,7.365891457
889,2.767558831,6.205940247
890,2.817912401,8.381531715
891,2.847892533,6.081000805
892,2.859354593,5.76398325
893,2.979130136,7.160054207
894,2.951124072,6.349227428
895,2.80978388,6.200009823
896,2.792019864,5.825647354
897,2.801131213,5.9736619
898,2.84734052,7.053443909
899,2.845311741,8.301021576
900,2.803055274,8.190141678
901,2.819951648,5.401966095
902,2.960450831,8.01036644
903,2.937747985,6.182660103
904,2.839087896,7.682653427
905,2.83002142,6.02259016
906,2.85069633,6.272848129
907,2.810451872,5.409514427
908,2.841277024,5.545955658
909,2.877561368,6.101261139
910,2.878192985,8.261193275
911,2.783524868,6.719764233
912,2.8846378,5.753609657
913,2.887982715,7.717167377
914,2.838333362,6.161183357
915,2.860863879,5.606941223
916,2.935441121,7.352639198
917,2.874755307,5.585926533
918,2.896681427,5.774274826
919,2.906017968,6.951953888
920,2.728120936,6.203375816
921,2.841514026,6.460504532
922,2.802754408,5.500972271
923,2.787756248,7.718509674
924,2.789188272,6.31997633
925,2.788705086,6.10943222
926,2.764173803,5.663608551
927,2.93554324,6.147213936
928,2.797094042,5.902096748
929,2.877409653,5.490872383
930,2.839850504,5.083635807
931,2.813200041,6.977439404
932,2.804624862,7.92455101
933,2.873414721,6.734706402
934,2.889748782,6.0210042
935,2.7593443,8.321436882
936,2.801377461,5.346870422
937,2.874736623,8.335041046
938,2.790872769,5.973935604
939,2.8331804,5.791496277
940,2.791418735,8.474048615
941,2.908644072,5.414217472
942,2.797160005,6.075298786
943,2.759054744,6.538165092
944,2.90454726,6.305484295
945,2.862916662,6.828736305
946,2.780577637,6.749431133
947,2.933346591,6.34800005
948,2.82620083,6.234745502
949,2.836661159,6.388749123
950,2.833614876,5.384518147
951,2.884899063,6.209751606
952,2.863527598,6.445133686
953,2.876434845,6.139342308
954,2.817979277,5.755336761
955,2.824602763,5.769290924
956,2.913541068,7.155632019
957,2.813247436,5.252540112
958,2.788987305,8.278336525
959,2.909867471,9.366747856
960,2.810836914,5.547855377
961,2.857711414,5.645895958
962,2.760803959,6.103867531
963,2.816036863,7.42040062
964,2.721317005,6.37084341
965,2.892178691,7.112953186
966,2.889020666,7.070368767
967,3.059797774,5.526165962
968,2.882117311,7.98080349
969,2.797805894,7.253388405
970,2.77748682,5.648808002
971,2.83300518,10.69303989
972,2.930374279,7.514443874
973,2.816203893,6.605631351
974,2.772629774,7.717532158
975,2.80769591,5.564606667
976,2.783334087,9.088683128
977,2.793294919,6.934556007
978,2.873378259,6.082793236
979,2.757486183,6.231293201
980,2.825972856,5.618868828
981,2.87331589,6.044784546
982,2.853043095,5.29033041
983,2.865262336,6.600402832
984,2.698468197,6.561024189
985,2.874883483,5.830416203
986,2.860354374,6.360796928
987,2.707046753,7.918700695
988,2.795643725,8.405888557
989,2.963787105,6.102998257
990,2.891202149,5.887105465
991,2.755478004,6.250909805
992,2.8274923,6.209806442
993,2.796930777,6.779511452
994,2.774960817,6.74605751
995,2.852775577,6.462524891
996,2.842185293,5.481978893
997,2.771746074,9.2323246
